0,1,2,3,4,5,6,7,8,9,10
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
specialty bar,brown bread,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
ham,other vegetables,,,,,,,,,
white wine,brown bread,,,,,,,,,
sausage,rum,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
bottled water,processed cheese,,,,,,,,,
ham,tropical fruit,,,,,,,,,
other vegetables,shopping bags,salty snack,,,,,,,,
frozen meals,whole milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
ham,coffee,,,,,,,,,
soda,chocolate,,,,,,,,,
yogurt,waffles,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
sausage,yogurt,,,,,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
pastry,frozen fish,,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
cream cheese ,soda,,,,,,,,,
white bread,citrus fruit,sugar,,,,,,,,
root vegetables,coffee,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
soda,dessert,shopping bags,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
berries,herbs,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
pip fruit,mustard,whole milk,,,,,,,,
grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
whole milk,frozen fish,,,,,,,,,
waffles,sparkling wine,,,,,,,,,
pip fruit,specialty chocolate,liquor,rolls/buns,,,,,,,
waffles,instant coffee,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
bottled water,curd,yogurt,,,,,,,,
onions,pip fruit,dog food,,,,,,,,
other vegetables,sausage,onions,whole milk,chocolate,,,,,,
tropical fruit,yogurt,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
ham,canned beer,,,,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
root vegetables,coffee,,,,,,,,,
rolls/buns,grapes,domestic eggs,,,,,,,,
finished products,whole milk,,,,,,,,,
whole milk,whipped/sour cream,newspapers,,,,,,,,
white bread,other vegetables,whipped/sour cream,UHT-milk,margarine,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
ice cream,bottled beer,,,,,,,,,
beef,pork,,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
whole milk,coffee,,,,,,,,,
pet care,pastry,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
finished products,pastry,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
semi-finished bread,napkins,,,,,,,,,
ham,whole milk,whole milk,coffee,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
butter milk,root vegetables,,,,,,,,,
soda,soda,,,,,,,,,
tea,soda,,,,,,,,,
waffles,yogurt,,,,,,,,,
instant coffee,chewing gum,,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
root vegetables,soda,dessert,,,,,,,,
soda,other vegetables,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
soft cheese,pip fruit,whole milk,,,,,,,,
citrus fruit,waffles,,,,,,,,,
other vegetables,margarine,,,,,,,,,
frankfurter,butter,bottled beer,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
other vegetables,soda,,,,,,,,,
meat,curd,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
pastry,shopping bags,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
canned beer,canned beer,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
soda,butter,,,,,,,,,
bottled water,whole milk,,,,,,,,,
other vegetables,tea,,,,,,,,,
shopping bags,soda,,,,,,,,,
oil,onions,,,,,,,,,
other vegetables,seasonal products,,,,,,,,,
other vegetables,berries,,,,,,,,,
berries,soap,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
sausage,whole milk,root vegetables,soft cheese,,,,,,,
canned beer,pip fruit,white bread,,,,,,,,
chicken,grapes,,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
frozen dessert,herbs,brown bread,,,,,,,,
nut snack,bottled water,,,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
newspapers,misc. beverages,,,,,,,,,
whipped/sour cream,bottled beer,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
bottled beer,hamburger meat,other vegetables,,,,,,,,
white wine,condensed milk,,,,,,,,,
sugar,spread cheese,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
napkins,sugar,,,,,,,,,
yogurt,specialty cheese,,,,,,,,,
bottled beer,berries,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
citrus fruit,frozen vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sugar,seasonal products,,,,,,,,,
pastry,napkins,shopping bags,margarine,,,,,,,
sausage,canned beer,,,,,,,,,
pastry,shopping bags,sugar,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
sausage,onions,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
coffee,root vegetables,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
soda,whole milk,,,,,,,,,
whipped/sour cream,meat,bottled water,newspapers,,,,,,,
pip fruit,other vegetables,,,,,,,,,
pasta,newspapers,,,,,,,,,
grapes,pip fruit,photo/film,root vegetables,cling film/bags,,,,,,
whole milk,bottled beer,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
hamburger meat,grapes,candy,,,,,,,,
whole milk,napkins,,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
beef,chewing gum,,,,,,,,,
cream cheese ,root vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
whole milk,brown bread,candy,,,,,,,,
frozen meals,mustard,,,,,,,,,
pork,butter,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
tropical fruit,napkins,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
finished products,rolls/buns,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
oil,canned beer,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
liver loaf,citrus fruit,,,,,,,,,
chocolate,butter,,,,,,,,,
sausage,ice cream,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
butter milk,semi-finished bread,,,,,,,,,
pork,yogurt,,,,,,,,,
nuts/prunes,butter,soda,bottled beer,,,,,,,
pastry,sugar,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
citrus fruit,canned beer,hygiene articles,chicken,whole milk,napkins,white wine,UHT-milk,shopping bags,,
hamburger meat,bottled water,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
dog food,pastry,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
sausage,meat spreads,,,,,,,,,
bottled water,whole milk,,,,,,,,,
soda,newspapers,long life bakery product,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
citrus fruit,brown bread,specialty chocolate,,,,,,,,
white bread,tropical fruit,,,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
soda,other vegetables,,,,,,,,,
whole milk,ice cream,turkey,artif. sweetener,,,,,,,
other vegetables,shopping bags,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
other vegetables,beef,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
processed cheese,onions,root vegetables,,,,,,,,
whole milk,detergent,soda,,,,,,,,
pip fruit,pip fruit,,,,,,,,,
chocolate,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,root vegetables,mayonnaise,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
pork,detergent,bottled beer,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
pork,beverages,frozen fish,,,,,,,,
tropical fruit,yogurt,brown bread,shopping bags,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
beverages,whole milk,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
whole milk,whole milk,coffee,oil,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
beef,butter,chocolate,frozen meals,napkins,margarine,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,soda,hygiene articles,canned beer,,,,,,,
chicken,brown bread,soda,,,,,,,,
other vegetables,whole milk,canned fruit,,,,,,,,
chocolate,whole milk,,,,,,,,,
ham,yogurt,,,,,,,,,
hygiene articles,whole milk,,,,,,,,,
rolls/buns,chicken,whipped/sour cream,canned beer,baking powder,,,,,,
dental care,other vegetables,pet care,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
salty snack,chocolate,,,,,,,,,
berries,canned fish,waffles,,,,,,,,
canned beer,tropical fruit,pet care,,,,,,,,
sausage,margarine,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
chicken,brown bread,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
rolls/buns,root vegetables,bottled beer,yogurt,pickled vegetables,,,,,,
whole milk,white bread,,,,,,,,,
canned beer,sugar,,,,,,,,,
pip fruit,pastry,,,,,,,,,
prosecco,rolls/buns,specialty chocolate,white bread,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
canned beer,misc. beverages,long life bakery product,,,,,,,,
pot plants,dish cleaner,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
pork,other vegetables,,,,,,,,,
beef,long life bakery product,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
soda,frozen fish,,,,,,,,,
dog food,bottled beer,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
newspapers,curd,turkey,curd,misc. beverages,bottled beer,,,,,
brown bread,male cosmetics,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
pork,cake bar,,,,,,,,,
canned beer,soda,frozen vegetables,,,,,,,,
soda,roll products ,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
beverages,bottled water,,,,,,,,,
ice cream,chewing gum,,,,,,,,,
finished products,pip fruit,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
whole milk,frankfurter,candles,grapes,herbs,other vegetables,yogurt,,,,
curd,root vegetables,pip fruit,whole milk,margarine,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
white wine,cream cheese ,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
root vegetables,frozen dessert,oil,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
sausage,candy,,,,,,,,,
sausage,margarine,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
finished products,other vegetables,,,,,,,,,
citrus fruit,whole milk,specialty cheese,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
frankfurter,tropical fruit,frozen meals,soda,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
sausage,pastry,,,,,,,,,
pip fruit,napkins,shopping bags,,,,,,,,
berries,canned fish,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
hard cheese,rolls/buns,white wine,,,,,,,,
pip fruit,soda,,,,,,,,,
soft cheese,semi-finished bread,,,,,,,,,
packaged fruit/vegetables,rolls/buns,root vegetables,napkins,soft cheese,,,,,,
citrus fruit,shopping bags,,,,,,,,,
ham,chicken,,,,,,,,,
shopping bags,coffee,,,,,,,,,
pastry,whole milk,,,,,,,,,
yogurt,sausage,domestic eggs,other vegetables,nut snack,shopping bags,,,,,
sausage,pork,yogurt,napkins,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
pastry,sliced cheese,fruit/vegetable juice,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
pork,pudding powder,domestic eggs,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
other vegetables,white bread,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
flour,bottled water,,,,,,,,,
sugar,bottled beer,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
canned beer,yogurt,,,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,frankfurter,oil,pip fruit,mayonnaise,,,,,,
onions,tropical fruit,,,,,,,,,
soda,grapes,,,,,,,,,
whole milk,meat,yogurt,yogurt,yogurt,,,,,,
pip fruit,syrup,,,,,,,,,
cat food,napkins,fruit/vegetable juice,,,,,,,,
UHT-milk,other vegetables,cake bar,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
curd,rolls/buns,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
pickled vegetables,Instant food products,,,,,,,,,
frozen vegetables,flour,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
fish,chocolate,,,,,,,,,
chocolate,soda,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
sliced cheese,margarine,,,,,,,,,
tropical fruit,rolls/buns,canned beer,dish cleaner,,,,,,,
bottled beer,root vegetables,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
pork,whole milk,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
bottled beer,white bread,,,,,,,,,
pork,cat food,,,,,,,,,
ice cream,herbs,,,,,,,,,
long life bakery product,whipped/sour cream,bottled beer,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
hard cheese,soda,,,,,,,,,
tropical fruit,tropical fruit,mayonnaise,,,,,,,,
butter milk,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,brown bread,,,,,,,,,
whole milk,sausage,pork,coffee,,,,,,,
other vegetables,chewing gum,,,,,,,,,
chicken,onions,,,,,,,,,
margarine,other vegetables,bottled water,meat spreads,,,,,,,
citrus fruit,rolls/buns,whole milk,,,,,,,,
soda,beef,,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
frankfurter,curd,white bread,rolls/buns,coffee,,,,,,
misc. beverages,frozen vegetables,,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
canned beer,newspapers,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
other vegetables,whole milk,,,,,,,,,
cream cheese ,cleaner,,,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
zwieback,tropical fruit,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
ham,citrus fruit,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
curd,brown bread,,,,,,,,,
oil,shopping bags,,,,,,,,,
shopping bags,detergent,,,,,,,,,
frankfurter,canned beer,citrus fruit,frozen vegetables,chicken,oil,soda,,,,
photo/film,grapes,,,,,,,,,
pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
whole milk,bottled beer,,,,,,,,,
whole milk,butter,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
seasonal products,white bread,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
other vegetables,bottled water,white bread,,,,,,,,
meat,semi-finished bread,,,,,,,,,
chicken,bottled beer,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
yogurt,pet care,,,,,,,,,
yogurt,whole milk,soft cheese,,,,,,,,
baking powder,liqueur,,,,,,,,,
pork,herbs,,,,,,,,,
pet care,bottled water,,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
pork,yogurt,,,,,,,,,
sausage,nuts/prunes,,,,,,,,,
newspapers,bottled beer,,,,,,,,,
newspapers,flour,,,,,,,,,
sausage,oil,whole milk,,,,,,,,
other vegetables,yogurt,,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
canned beer,flower (seeds),,,,,,,,,
root vegetables,waffles,,,,,,,,,
herbs,root vegetables,,,,,,,,,
curd,whole milk,,,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
bottled water,napkins,pastry,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
rolls/buns,root vegetables,domestic eggs,ice cream,,,,,,,
rolls/buns,whole milk,,,,,,,,,
soda,soda,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
butter,tropical fruit,whole milk,napkins,,,,,,,
sparkling wine,soda,,,,,,,,,
frankfurter,dessert,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
mayonnaise,brown bread,,,,,,,,,
rolls/buns,butter,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
ham,canned vegetables,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
soda,napkins,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
frozen dessert,pastry,,,,,,,,,
citrus fruit,onions,salty snack,brown bread,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
whole milk,instant coffee,,,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
canned beer,dessert,,,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
margarine,frozen vegetables,baking powder,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
napkins,photo/film,dessert,,,,,,,,
brown bread,rolls/buns,cat food,pastry,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
citrus fruit,other vegetables,fruit/vegetable juice,specialty bar,canned beer,,,,,,
rolls/buns,oil,fruit/vegetable juice,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
chicken,soda,,,,,,,,,
curd,waffles,,,,,,,,,
other vegetables,brandy,,,,,,,,,
pet care,mustard,,,,,,,,,
frozen meals,citrus fruit,,,,,,,,,
butter,curd,,,,,,,,,
sugar,fruit/vegetable juice,margarine,,,,,,,,
other vegetables,pork,newspapers,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
sausage,salty snack,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
hard cheese,Instant food products,,,,,,,,,
pork,curd,,,,,,,,,
curd,brown bread,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
pastry,frozen potato products,,,,,,,,,
pork,whole milk,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
curd,root vegetables,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
UHT-milk,frozen vegetables,frozen meals,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
frankfurter,red/blush wine,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
curd,yogurt,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
pork,yogurt,soda,,,,,,,,
newspapers,frozen dessert,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals,,,
cling film/bags,curd,,,,,,,,,
curd,sausage,,,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
napkins,canned vegetables,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
spread cheese,specialty cheese,dish cleaner,,,,,,,,
curd,napkins,,,,,,,,,
grapes,chocolate,,,,,,,,,
canned beer,sliced cheese,margarine,,,,,,,,
pip fruit,curd,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
root vegetables,soda,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
butter,tropical fruit,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
cream cheese ,misc. beverages,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
UHT-milk,salt,,,,,,,,,
rolls/buns,other vegetables,soft cheese,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,,,,,,,,
soda,pip fruit,hygiene articles,oil,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
tropical fruit,dishes,,,,,,,,,
photo/film,soda,cream cheese ,,,,,,,,
root vegetables,yogurt,,,,,,,,,
whole milk,soda,soda,,,,,,,,
newspapers,detergent,,,,,,,,,
tropical fruit,citrus fruit,frankfurter,spices,butter milk,UHT-milk,,,,,
